id,salary,age,name,gender,company,email,productCode,occupation,smoker,term,premium,sumassured,paymentType,policyStatus
4152,1640,36,Spencer Stark,male,ENQUILITY,spencerstark@enquility.com,DDDD,AB,No,32,77,247256,DD,1
4153,2051,49,Salazar Fuentes,male,FUELWORKS,salazarfuentes@fuelworks.com,CCC,AA,No,38,25,37351,DD,0
4154,3121,28,Laurie Richards,female,JAMNATION,laurierichards@jamnation.com,CCC,AD,No,19,290,117959,Card,1
4155,2749,46,Lucia Wiggins,female,CONFERIA,luciawiggins@conferia.com,AAA,AA,Yes,48,26,141796,DD,1
4156,1184,39,William Massey,male,ZILIDIUM,williammassey@zilidium.com,DDDD,AD,Yes,54,230,146467,DD,0
4157,1161,40,Benita Gomez,female,QUIZKA,benitagomez@quizka.com,DDDD,AB,No,42,130,77446,DD,0
4158,1661,26,Yvette Kim,female,ICOLOGY,yvettekim@icology.com,DDDD,AC,No,41,270,194846,Card,0
4159,2293,43,Noble Morgan,male,TASMANIA,noblemorgan@tasmania.com,DDDD,AC,No,5,165,285708,Card,1
4160,3186,35,Robyn Blackburn,female,JUNIPOOR,robynblackburn@junipoor.com,AAA,AD,Yes,38,290,95679,Card,0
4161,2762,26,Branch Nguyen,male,KLUGGER,branchnguyen@klugger.com,AAA,AA,Yes,51,135,262360,Card,0
4162,2162,50,Chang Johnson,male,IDEGO,changjohnson@idego.com,BBB,AA,No,44,87,296229,DD,0
4163,1033,56,Lowery Sheppard,male,COREPAN,lowerysheppard@corepan.com,DDDD,AA,Yes,45,216,294772,DD,0
4164,3297,28,Pollard Cruz,male,YOGASM,pollardcruz@yogasm.com,CCC,AD,No,41,150,248363,Card,0
4165,1364,50,Savage Howell,male,DANJA,savagehowell@danja.com,AAA,AB,Yes,13,300,273899,DD,1
4166,2553,34,Burgess George,male,CORPORANA,burgessgeorge@corporana.com,CCC,AD,No,12,36,297550,DD,0
4167,3035,52,Small Hines,male,BUGSALL,smallhines@bugsall.com,DDDD,AA,No,10,52,81778,DD,1
4168,1743,25,Miranda Decker,female,ZYTREX,mirandadecker@zytrex.com,BBB,AA,No,41,142,167221,DD,1
4169,2648,45,Olson English,male,BLURRYBUS,olsonenglish@blurrybus.com,DDDD,AD,Yes,40,268,102306,DD,1
4170,2977,57,Velasquez Hudson,male,ZYTRAC,velasquezhudson@zytrac.com,AAA,AB,No,15,193,6642,DD,1
4171,1601,44,Malone Parrish,male,DIGIFAD,maloneparrish@digifad.com,AAA,AC,No,42,19,148083,DD,0
4172,3041,33,Levy Hodges,male,PROWASTE,levyhodges@prowaste.com,AAA,AD,Yes,9,156,129207,Card,1
4173,1225,57,Frankie Stone,female,TEMORAK,frankiestone@temorak.com,AAA,AC,No,16,88,14251,Card,1
4174,2615,25,Josie Dixon,female,EYEWAX,josiedixon@eyewax.com,BBB,AC,No,21,72,232668,DD,1
4175,3473,23,Lidia Oneill,female,VIAGREAT,lidiaoneill@viagreat.com,BBB,AA,Yes,40,74,267286,DD,0
4176,3990,54,Mathis Berger,male,MUSANPOLY,mathisberger@musanpoly.com,CCC,AC,Yes,32,257,86868,Card,1
4177,1178,27,Valdez Stanton,male,ONTAGENE,valdezstanton@ontagene.com,AAA,AA,No,49,283,183079,Card,0
4178,1022,42,Carter Price,male,QUORDATE,carterprice@quordate.com,CCC,AD,Yes,29,191,110392,Card,1
4179,1782,52,Maricela Joseph,female,APEXIA,maricelajoseph@apexia.com,BBB,AA,No,13,279,58723,DD,1
4180,2596,57,Miles Benson,male,HAWKSTER,milesbenson@hawkster.com,BBB,AA,Yes,31,140,154127,Card,0
4181,3286,49,Aguilar Erickson,male,SOLGAN,aguilarerickson@solgan.com,CCC,AB,No,41,144,194314,DD,0
4182,2050,49,Nelda Hardin,female,SLOFAST,neldahardin@slofast.com,DDDD,AA,No,24,230,118900,Card,1
4183,1540,57,Lindsey Pollard,male,COMSTRUCT,lindseypollard@comstruct.com,AAA,AA,Yes,26,107,175951,Card,1
4184,1963,54,Chris Becker,female,REMOLD,chrisbecker@remold.com,CCC,AC,No,11,98,210347,Card,1
4185,1823,60,Janell Wallace,female,PROVIDCO,janellwallace@providco.com,BBB,AA,No,5,12,50151,DD,1
4186,1115,30,Ramona Justice,female,SONIQUE,ramonajustice@sonique.com,CCC,AB,Yes,8,140,43315,DD,1
4187,2000,31,Ellen Schwartz,female,ENERVATE,ellenschwartz@enervate.com,DDDD,AC,Yes,13,72,249763,DD,1
4188,3437,30,Livingston Wong,male,CENTURIA,livingstonwong@centuria.com,DDDD,AD,Yes,19,98,16999,Card,1
4189,3141,45,Blevins Vance,male,DOGSPA,blevinsvance@dogspa.com,DDDD,AD,No,27,75,161120,Card,0
4190,1754,28,Suzette Barr,female,BITREX,suzettebarr@bitrex.com,BBB,AC,No,34,196,51636,Card,0
4191,1186,35,Juliet Washington,female,GAZAK,julietwashington@gazak.com,AAA,AB,Yes,29,79,250647,DD,0
4192,3625,56,Lindsay Moody,male,ZIDANT,lindsaymoody@zidant.com,DDDD,AC,Yes,13,189,145771,DD,0
4193,3430,20,Harriet Juarez,female,EVENTEX,harrietjuarez@eventex.com,DDDD,AB,No,44,31,30223,DD,0
4194,3798,20,Osborn Huffman,male,KONNECT,osbornhuffman@konnect.com,CCC,AA,No,25,173,25772,DD,1
4195,1710,48,Garrett Eaton,male,NETUR,garretteaton@netur.com,BBB,AB,No,24,264,231922,DD,1
4196,1295,56,Shields Pruitt,male,SHOPABOUT,shieldspruitt@shopabout.com,AAA,AA,Yes,25,87,176943,Card,1
4197,2946,58,Olsen Todd,male,UNCORP,olsentodd@uncorp.com,CCC,AC,Yes,59,217,166383,Card,1
4198,1393,20,Manuela Dorsey,female,ZENTURY,manueladorsey@zentury.com,AAA,AB,No,45,138,211399,DD,0
4199,2239,50,June Tran,female,GEOFORMA,junetran@geoforma.com,CCC,AA,No,25,159,59941,DD,0
4200,2597,51,Charmaine Brock,female,URBANSHEE,charmainebrock@urbanshee.com,AAA,AB,Yes,46,89,274346,Card,0
4201,1792,41,Jaclyn Sutton,female,ZILLAN,jaclynsutton@zillan.com,CCC,AC,Yes,7,147,154178,Card,1
4202,3192,34,Amalia Lester,female,COFINE,amalialester@cofine.com,DDDD,AA,No,19,65,143769,DD,0
4203,2652,54,Marla Davis,female,APPLIDECK,marladavis@applideck.com,BBB,AD,Yes,22,254,85395,DD,0
4204,3767,41,Lillie Peck,female,QNEKT,lilliepeck@qnekt.com,DDDD,AC,Yes,24,188,288289,DD,0
4205,1019,38,Richardson Larsen,male,QUONATA,richardsonlarsen@quonata.com,DDDD,AA,No,33,153,241266,DD,0
4206,2192,45,Susan Barrett,female,JOVIOLD,susanbarrett@joviold.com,AAA,AC,Yes,28,23,87864,DD,0
4207,3428,47,Wendi Douglas,female,IMAGINART,wendidouglas@imaginart.com,CCC,AD,No,32,187,246218,Card,0
4208,2862,42,Winnie Simpson,female,AVENETRO,winniesimpson@avenetro.com,DDDD,AD,Yes,10,113,134643,DD,0
4209,2307,52,Sue Sellers,female,PATHWAYS,suesellers@pathways.com,CCC,AB,No,45,241,193105,DD,1
4210,1149,59,Gregory Finley,male,FIBEROX,gregoryfinley@fiberox.com,DDDD,AA,Yes,60,58,235432,DD,1
4211,3266,54,Ann Petty,female,PORTALINE,annpetty@portaline.com,DDDD,AB,Yes,46,248,281941,Card,0
4212,3457,54,Angela Dickson,female,GUSHKOOL,angeladickson@gushkool.com,DDDD,AA,Yes,19,35,248898,DD,1
4213,2491,50,Amparo Hoffman,female,NAMEBOX,amparohoffman@namebox.com,BBB,AC,No,32,236,79588,Card,1
4214,2290,39,Marsh House,male,QABOOS,marshhouse@qaboos.com,BBB,AC,No,27,72,267898,DD,0
4215,2368,48,Debbie Ewing,female,KNOWLYSIS,debbieewing@knowlysis.com,DDDD,AB,No,48,138,17318,Card,0
4216,2020,37,Grant Golden,male,EVENTIX,grantgolden@eventix.com,CCC,AA,Yes,23,36,179971,Card,1
4217,2115,31,Ferguson Beard,male,BUZZNESS,fergusonbeard@buzzness.com,DDDD,AD,No,31,28,73243,DD,1
4218,1990,31,Julianne Pitts,female,FLEETMIX,juliannepitts@fleetmix.com,DDDD,AD,No,11,181,187933,Card,0
4219,2395,43,Arnold Miles,male,GENMEX,arnoldmiles@genmex.com,AAA,AC,No,35,65,270697,DD,0
4220,1773,51,Navarro Gregory,male,MACRONAUT,navarrogregory@macronaut.com,BBB,AD,No,31,66,293421,Card,1
4221,1765,25,Ruth Osborne,female,ANDERSHUN,ruthosborne@andershun.com,BBB,AD,Yes,55,175,207137,Card,0
4222,2040,53,Davidson Mathis,male,CIRCUM,davidsonmathis@circum.com,AAA,AA,Yes,6,204,73699,DD,1
4223,3111,33,Walton Bender,male,FREAKIN,waltonbender@freakin.com,CCC,AA,Yes,15,110,292536,DD,0
4224,2301,50,Mattie Woods,female,EXIAND,mattiewoods@exiand.com,CCC,AB,Yes,11,32,50266,DD,0
4225,2186,58,Petra Booker,female,CEPRENE,petrabooker@ceprene.com,DDDD,AB,Yes,54,81,145818,DD,1
4226,3191,45,Margery Nolan,female,PLUTORQUE,margerynolan@plutorque.com,AAA,AB,Yes,54,198,244615,DD,0
4227,2877,20,Bennett Avila,male,GRONK,bennettavila@gronk.com,DDDD,AB,Yes,49,66,108668,DD,0
4228,2749,22,Dominguez Mcdowell,male,TUBESYS,dominguezmcdowell@tubesys.com,CCC,AC,Yes,34,19,104332,Card,0
4229,2455,56,Heather Fuller,female,PYRAMAX,heatherfuller@pyramax.com,BBB,AA,No,49,233,283916,DD,0
4230,1805,47,Bridgette Terry,female,ZYTREK,bridgetteterry@zytrek.com,BBB,AD,Yes,31,217,108180,DD,0
4231,1714,54,Kathrine Ross,female,OPTICON,kathrineross@opticon.com,AAA,AC,No,5,215,67036,DD,0
4232,1901,22,Peck Lowe,male,BLUEGRAIN,pecklowe@bluegrain.com,AAA,AA,Yes,33,214,166537,Card,0
4233,2009,52,Cantrell Sparks,male,ESCHOIR,cantrellsparks@eschoir.com,BBB,AC,No,39,170,43398,DD,1
4234,2259,25,Bradley Powell,male,UPDAT,bradleypowell@updat.com,AAA,AB,Yes,59,144,265021,Card,0
4235,3078,50,Eliza Shaffer,female,ORBIXTAR,elizashaffer@orbixtar.com,CCC,AD,No,44,214,152870,DD,0
4236,2371,24,Kirk Saunders,male,ATOMICA,kirksaunders@atomica.com,CCC,AB,No,23,190,213307,DD,0
4237,1878,56,Ray Cortez,male,TRIBALOG,raycortez@tribalog.com,BBB,AB,No,9,106,79754,Card,1
4238,2336,42,Harrell Bird,male,PIVITOL,harrellbird@pivitol.com,BBB,AC,Yes,47,22,186227,DD,0
4239,1965,33,Desiree Foley,female,MINGA,desireefoley@minga.com,DDDD,AA,Yes,60,48,139003,Card,0
4240,2921,38,Maxwell Pugh,male,SKINSERVE,maxwellpugh@skinserve.com,AAA,AC,No,30,171,65421,DD,0
4241,3606,37,Eve Higgins,female,ULTRASURE,evehiggins@ultrasure.com,AAA,AD,No,7,18,140716,Card,0
4242,2024,24,Alice Palmer,female,PRINTSPAN,alicepalmer@printspan.com,CCC,AB,Yes,55,153,53739,DD,0
4243,2448,20,Monica Holloway,female,SENSATE,monicaholloway@sensate.com,CCC,AA,No,10,72,239737,DD,0
4244,3649,48,Tracey Gentry,female,ISOPOP,traceygentry@isopop.com,CCC,AB,No,47,154,224525,Card,1
4245,3358,25,Wright Huff,male,SUNCLIPSE,wrighthuff@sunclipse.com,BBB,AC,No,36,156,281528,Card,0
4246,1371,50,Kimberley Crosby,female,GEEKY,kimberleycrosby@geeky.com,BBB,AB,Yes,6,101,53810,DD,1
4247,1603,42,Paulette Herman,female,KROG,pauletteherman@krog.com,AAA,AA,Yes,25,245,256436,Card,0
4248,2956,27,Laura Galloway,female,XANIDE,lauragalloway@xanide.com,DDDD,AD,No,15,243,194661,Card,1
4249,2431,56,Reyna Wilkinson,female,ZENSOR,reynawilkinson@zensor.com,BBB,AA,No,11,281,196558,DD,1
4250,2901,41,Bond Franco,male,NIQUENT,bondfranco@niquent.com,DDDD,AD,Yes,38,213,142634,DD,1
4251,1465,56,Michelle Weiss,female,PROTODYNE,michelleweiss@protodyne.com,AAA,AB,No,57,100,112238,Card,1
4252,1662,55,Kline Hester,male,CODACT,klinehester@codact.com,BBB,AC,Yes,30,121,107215,Card,1
4253,3937,47,Murphy Mcleod,male,SCENTY,murphymcleod@scenty.com,DDDD,AA,No,36,108,134489,DD,1
4254,2255,51,Martina Sargent,female,CYCLONICA,martinasargent@cyclonica.com,DDDD,AA,Yes,56,239,245505,Card,0
4255,3991,48,Mays Cantrell,male,OMATOM,mayscantrell@omatom.com,DDDD,AD,Yes,30,232,275944,DD,1
4256,1840,41,Tasha Luna,female,GALLAXIA,tashaluna@gallaxia.com,CCC,AC,No,17,171,7641,Card,1
4257,1032,60,Cassie Austin,female,SKYPLEX,cassieaustin@skyplex.com,DDDD,AB,Yes,28,237,275241,Card,0
4258,3336,47,Curtis Richard,male,COMTEXT,curtisrichard@comtext.com,AAA,AC,No,51,123,6429,Card,0
4259,1596,45,Whitley Schmidt,male,SENTIA,whitleyschmidt@sentia.com,AAA,AC,Yes,60,140,206874,Card,0
4260,2437,49,Brock Banks,male,EMTRAC,brockbanks@emtrac.com,BBB,AD,Yes,44,152,7049,DD,0
4261,3629,39,Angeline Cook,female,GEEKOLOGY,angelinecook@geekology.com,CCC,AA,Yes,18,141,202853,Card,0
4262,3442,47,Etta Williamson,female,CHORIZON,ettawilliamson@chorizon.com,BBB,AC,No,22,156,69729,Card,0
4263,1351,27,Wise Salas,male,LUNCHPOD,wisesalas@lunchpod.com,DDDD,AC,No,54,259,31422,Card,0
4264,1965,39,House Noble,male,FROSNEX,housenoble@frosnex.com,AAA,AB,Yes,56,151,224467,DD,0
4265,3573,21,Christine Fulton,female,INSURESYS,christinefulton@insuresys.com,AAA,AD,No,36,156,123965,DD,0
4266,1870,37,Judy Carrillo,female,WARETEL,judycarrillo@waretel.com,CCC,AA,Yes,36,174,123879,Card,0
4267,1485,51,Mae Finch,female,EXOVENT,maefinch@exovent.com,DDDD,AC,No,47,51,165727,DD,0
4268,3107,50,Curry Morris,male,MEDMEX,currymorris@medmex.com,CCC,AC,No,47,123,193738,Card,1
4269,3697,27,Daphne Rowe,female,ZILCH,daphnerowe@zilch.com,DDDD,AB,Yes,46,206,143293,DD,1
4270,2054,34,Tameka Haley,female,ZANILLA,tamekahaley@zanilla.com,DDDD,AC,No,19,269,295772,DD,1
4271,1450,59,Weiss Gonzalez,male,DAISU,weissgonzalez@daisu.com,BBB,AC,Yes,8,114,132192,DD,1
4272,2212,57,Tamara Church,female,VALREDA,tamarachurch@valreda.com,AAA,AD,Yes,59,162,154070,DD,1
4273,1936,59,Duke Macdonald,male,MANUFACT,dukemacdonald@manufact.com,BBB,AA,Yes,23,91,41251,DD,1
4274,2000,29,Amelia Hughes,female,PYRAMIS,ameliahughes@pyramis.com,AAA,AC,No,41,187,238620,Card,1
4275,1031,60,Irwin Chambers,male,SIGNIDYNE,irwinchambers@signidyne.com,DDDD,AC,Yes,7,73,74633,Card,0
4276,2909,20,Georgina Brennan,female,FRENEX,georginabrennan@frenex.com,AAA,AA,Yes,31,115,278302,DD,1
4277,3123,37,Christina Bailey,female,COMTRAK,christinabailey@comtrak.com,AAA,AA,Yes,12,130,53927,Card,1
4278,1311,24,Glass Mccarty,male,ZEPITOPE,glassmccarty@zepitope.com,CCC,AB,No,7,51,122071,DD,1
4279,2731,37,Young Castillo,female,CONCILITY,youngcastillo@concility.com,DDDD,AD,No,18,243,219520,Card,0
4280,2709,49,Deirdre Holden,female,UNEEQ,deirdreholden@uneeq.com,CCC,AA,Yes,24,278,141013,Card,1
4281,3677,49,Elaine Larson,female,TERRASYS,elainelarson@terrasys.com,BBB,AD,Yes,38,152,54693,Card,0
4282,3091,44,Lucy Burke,female,INFOTRIPS,lucyburke@infotrips.com,BBB,AC,Yes,22,185,239325,Card,0
4283,3137,60,Phillips Haney,male,TERAPRENE,phillipshaney@teraprene.com,DDDD,AA,No,46,25,113353,DD,0
4284,3110,41,Estela Ballard,female,PANZENT,estelaballard@panzent.com,BBB,AA,Yes,17,169,167845,DD,0
4285,2587,38,Cox Stuart,male,WRAPTURE,coxstuart@wrapture.com,CCC,AC,No,7,92,173514,DD,0
4286,2171,41,Bradshaw Kelley,male,EMPIRICA,bradshawkelley@empirica.com,AAA,AD,Yes,43,257,269468,Card,1
4287,1526,37,Beatrice Allison,female,ORBALIX,beatriceallison@orbalix.com,BBB,AA,No,36,50,171465,DD,0
4288,1428,31,Lucinda Rivers,female,COMTRACT,lucindarivers@comtract.com,BBB,AC,Yes,55,132,168641,Card,0
4289,3687,30,Ernestine Kramer,female,FARMEX,ernestinekramer@farmex.com,AAA,AB,No,60,297,14051,DD,0
4290,3710,51,Carpenter Sears,male,LEXICONDO,carpentersears@lexicondo.com,DDDD,AD,Yes,22,33,138120,DD,1
4291,3078,49,Howe Snow,male,BEDLAM,howesnow@bedlam.com,BBB,AA,No,38,188,66235,Card,1
4292,1384,57,Beach Graves,male,OPTIQUE,beachgraves@optique.com,DDDD,AD,Yes,16,97,18331,Card,0
4293,3317,47,Denise Wooten,female,EXOTERIC,denisewooten@exoteric.com,BBB,AC,Yes,30,57,141151,Card,0
4294,2106,51,Violet Morse,female,STEELFAB,violetmorse@steelfab.com,AAA,AC,Yes,41,137,180361,DD,0
4295,1012,46,Hillary Beach,female,ECSTASIA,hillarybeach@ecstasia.com,AAA,AD,Yes,42,226,154444,DD,1
4296,2468,39,Amanda Warren,female,GEEKUS,amandawarren@geekus.com,CCC,AB,No,30,295,80989,Card,1
4297,2461,53,Juarez Camacho,male,EQUITAX,juarezcamacho@equitax.com,BBB,AD,No,48,115,93808,DD,0
4298,1107,41,Jarvis Rios,male,ZAJ,jarvisrios@zaj.com,AAA,AD,No,27,11,32402,Card,0
4299,1329,35,Shirley Hopkins,female,IZZBY,shirleyhopkins@izzby.com,BBB,AD,Yes,50,297,121791,DD,0
4300,2816,28,Brandi Meadows,female,ECRAZE,brandimeadows@ecraze.com,DDDD,AD,Yes,26,71,5584,DD,1
4301,1574,53,Mallory Shannon,female,GENMY,malloryshannon@genmy.com,AAA,AD,No,43,223,265280,Card,0
4302,3198,35,Parsons Rose,male,COMSTAR,parsonsrose@comstar.com,CCC,AA,Yes,47,246,84641,DD,1
4303,2996,36,Patsy Hernandez,female,VISALIA,patsyhernandez@visalia.com,DDDD,AD,Yes,49,168,168211,Card,1
4304,1946,30,Grace Mccormick,female,HYPLEX,gracemccormick@hyplex.com,AAA,AB,Yes,19,118,217025,Card,0
4305,2435,24,Trujillo Watts,male,COMBOGEN,trujillowatts@combogen.com,AAA,AC,Yes,12,84,73233,Card,1
4306,3394,32,Hannah Barton,female,RENOVIZE,hannahbarton@renovize.com,CCC,AC,No,42,73,165031,DD,0
4307,3023,21,Imogene Levine,female,ZEDALIS,imogenelevine@zedalis.com,BBB,AD,No,24,130,198162,Card,0
4308,2448,36,Lawrence Robbins,male,EMOLTRA,lawrencerobbins@emoltra.com,AAA,AD,No,10,232,277616,Card,1
4309,3160,56,Castillo Spencer,male,EXOSTREAM,castillospencer@exostream.com,CCC,AB,No,30,182,87524,Card,1
4310,3626,54,Guerrero Fowler,male,ORBEAN,guerrerofowler@orbean.com,AAA,AC,Yes,32,98,115112,DD,1
4311,3006,31,Celia West,female,OLYMPIX,celiawest@olympix.com,CCC,AB,Yes,37,121,206926,Card,0
4312,1144,24,Sally Moses,female,CEMENTION,sallymoses@cemention.com,AAA,AB,No,47,99,49608,Card,0
4313,3066,57,Harrison Hammond,male,ZYPLE,harrisonhammond@zyple.com,BBB,AD,Yes,23,33,101211,DD,1
4314,3188,45,Janette Parsons,female,MAGNEATO,janetteparsons@magneato.com,CCC,AA,No,31,123,293506,Card,1
4315,1366,58,Kerri Travis,female,FURNIGEER,kerritravis@furnigeer.com,AAA,AB,Yes,12,105,285998,DD,1
4316,2551,30,Katie Ayers,female,ZILPHUR,katieayers@zilphur.com,AAA,AA,No,14,54,156029,Card,0
4317,3371,57,Myra Cote,female,TALKOLA,myracote@talkola.com,CCC,AC,Yes,40,254,184915,DD,1
4318,2949,58,Wheeler Chang,male,PLASMOS,wheelerchang@plasmos.com,AAA,AD,Yes,40,97,45272,DD,0
4319,1737,31,Sutton Lloyd,male,TELEQUIET,suttonlloyd@telequiet.com,CCC,AB,No,23,210,137157,DD,0
4320,3653,54,Chelsea Greene,female,MIXERS,chelseagreene@mixers.com,AAA,AB,Yes,33,35,81518,Card,1
4321,2483,37,Agnes Oliver,female,TALKALOT,agnesoliver@talkalot.com,AAA,AA,No,28,240,40282,Card,0
4322,2976,22,Beck Woodward,male,SOFTMICRO,beckwoodward@softmicro.com,DDDD,AC,Yes,28,196,235642,DD,1
4323,3716,44,Linda Combs,female,LIMAGE,lindacombs@limage.com,BBB,AA,No,42,109,78473,DD,0
4324,1977,52,Skinner Castaneda,male,VISUALIX,skinnercastaneda@visualix.com,BBB,AC,No,40,17,25897,Card,1
4325,3510,31,Charlene Byrd,female,PLASMOSIS,charlenebyrd@plasmosis.com,BBB,AD,No,9,208,151883,DD,0
4326,3393,41,Crystal Christian,female,COLAIRE,crystalchristian@colaire.com,CCC,AC,No,22,34,298438,Card,0
4327,2796,40,Holder Barber,male,ACCUPHARM,holderbarber@accupharm.com,CCC,AC,Yes,6,220,237998,Card,1
4328,2005,52,Henson Pittman,male,ENERSOL,hensonpittman@enersol.com,CCC,AB,No,17,196,106001,DD,0
4329,1662,54,Rebekah Freeman,female,ECLIPSENT,rebekahfreeman@eclipsent.com,BBB,AC,No,17,80,166948,DD,0
4330,1544,24,Blair Garner,male,GORGANIC,blairgarner@gorganic.com,CCC,AC,Yes,49,138,132101,DD,1
4331,2058,50,Alyssa Anderson,female,ENDIPIN,alyssaanderson@endipin.com,AAA,AA,Yes,41,14,64865,DD,0
4332,2086,49,Mcclain Macias,male,REPETWIRE,mcclainmacias@repetwire.com,AAA,AB,Yes,24,67,67569,DD,1
4333,2902,40,Saundra Dyer,female,RUGSTARS,saundradyer@rugstars.com,DDDD,AC,No,47,289,134302,Card,0
4334,2407,51,Melba Morrow,female,AUTOGRATE,melbamorrow@autograte.com,AAA,AD,No,28,177,218989,Card,0
4335,2013,33,Rocha Estes,male,NETAGY,rochaestes@netagy.com,AAA,AA,Yes,25,170,181634,DD,0
4336,3604,50,Webb Barry,male,PERKLE,webbbarry@perkle.com,DDDD,AD,No,5,103,172801,Card,0
4337,3359,50,Woodward Zamora,male,PLASMOX,woodwardzamora@plasmox.com,DDDD,AA,Yes,5,125,128509,DD,1
4338,1005,49,Roberts Cotton,male,ZILLACOM,robertscotton@zillacom.com,CCC,AB,Yes,26,11,81308,DD,1
4339,2979,55,Finch Reid,male,QIMONK,finchreid@qimonk.com,DDDD,AD,Yes,19,171,5148,Card,0
4340,3118,57,Gould Norton,male,XIXAN,gouldnorton@xixan.com,AAA,AA,No,25,28,87779,Card,1
4341,2898,27,Debora Orr,female,GONKLE,deboraorr@gonkle.com,DDDD,AB,Yes,21,252,271105,Card,0
4342,3760,55,Coleman Skinner,male,ZILLACTIC,colemanskinner@zillactic.com,CCC,AB,No,44,149,11941,Card,0
4343,3460,48,Merritt Jimenez,male,UNI,merrittjimenez@uni.com,DDDD,AD,Yes,14,155,70746,DD,1
4344,2184,45,Vincent Dickerson,male,MYOPIUM,vincentdickerson@myopium.com,BBB,AC,No,47,134,155350,Card,0
4345,1239,54,Eileen Perkins,female,DANCERITY,eileenperkins@dancerity.com,AAA,AB,No,31,202,6945,DD,0
4346,2499,48,Tania Guy,female,BEZAL,taniaguy@bezal.com,CCC,AB,Yes,12,264,138227,Card,1
4347,2270,52,Shelton Morales,male,INDEXIA,sheltonmorales@indexia.com,BBB,AD,No,9,123,238373,DD,1
4348,2703,59,Marcella Randolph,female,RADIANTIX,marcellarandolph@radiantix.com,AAA,AA,No,9,150,106879,Card,0
4349,3488,34,Lowe Mcgowan,male,MENBRAIN,lowemcgowan@menbrain.com,BBB,AB,No,58,177,218211,Card,1
4350,3903,22,Farrell Collins,male,MEDIOT,farrellcollins@mediot.com,AAA,AA,No,18,175,181485,DD,1
4351,2059,39,Mindy Tillman,female,KRAG,mindytillman@krag.com,AAA,AB,No,10,126,147287,Card,1
4352,2161,21,Humphrey Bean,male,BOVIS,humphreybean@bovis.com,DDDD,AA,Yes,32,31,299735,DD,1
4353,2182,32,Allyson Waller,female,KIGGLE,allysonwaller@kiggle.com,CCC,AC,No,55,145,157905,DD,1
4354,2523,27,Sofia Mosley,female,KIOSK,sofiamosley@kiosk.com,CCC,AB,Yes,23,227,100631,Card,0
4355,3406,54,Lorie Mcpherson,female,PARAGONIA,loriemcpherson@paragonia.com,BBB,AC,No,37,231,200730,Card,0
4356,2637,31,Franco Haynes,male,ANIMALIA,francohaynes@animalia.com,DDDD,AC,No,48,20,99046,Card,1
4357,1718,37,Madden Ayala,male,AFFLUEX,maddenayala@affluex.com,DDDD,AB,No,46,64,12694,Card,0
4358,3731,56,Dena Harris,female,ECOLIGHT,denaharris@ecolight.com,DDDD,AC,No,40,233,165997,Card,1
4359,1383,58,Jennings Holmes,male,ASSISTIA,jenningsholmes@assistia.com,AAA,AB,No,19,251,206389,DD,1
4360,1518,47,Felicia Campbell,female,FIBRODYNE,feliciacampbell@fibrodyne.com,BBB,AB,Yes,49,67,53836,Card,1
4361,1320,34,Barnett Raymond,male,HANDSHAKE,barnettraymond@handshake.com,DDDD,AD,Yes,47,111,148819,DD,0
4362,1229,52,Head Vincent,male,SKYBOLD,headvincent@skybold.com,AAA,AA,Yes,28,199,194736,DD,0
4363,1521,47,Meghan Bowen,female,FUELTON,meghanbowen@fuelton.com,DDDD,AD,Yes,15,121,122147,Card,1
4364,1675,58,Padilla Bruce,male,PHORMULA,padillabruce@phormula.com,AAA,AB,No,20,84,289537,Card,1
4365,2584,37,Brigitte Sexton,female,ELEMANTRA,brigittesexton@elemantra.com,AAA,AA,Yes,28,104,191773,DD,1
4366,3324,20,Frances Lopez,female,HALAP,franceslopez@halap.com,BBB,AB,No,17,181,51045,Card,0
4367,3999,35,Angel Boone,female,ISONUS,angelboone@isonus.com,BBB,AD,No,56,212,66213,DD,0
4368,2590,55,Deann Lamb,female,VERBUS,deannlamb@verbus.com,BBB,AD,No,42,190,105081,Card,1
4369,1622,60,Myers Grimes,male,COMVEYOR,myersgrimes@comveyor.com,AAA,AA,No,50,162,29190,DD,1
4370,1477,38,Nina Webb,female,DIGIAL,ninawebb@digial.com,AAA,AB,Yes,21,270,28983,Card,0
4371,2129,25,Evangeline Little,female,GLEAMINK,evangelinelittle@gleamink.com,AAA,AD,No,56,115,92008,DD,1
4372,2806,42,Noemi Flores,female,VIOCULAR,noemiflores@viocular.com,AAA,AD,Yes,38,43,142540,Card,0
4373,1946,57,Lara Burt,male,ILLUMITY,laraburt@illumity.com,CCC,AA,No,26,294,289799,Card,0
4374,2977,57,Blanca Peters,female,EVENTAGE,blancapeters@eventage.com,AAA,AC,Yes,42,39,51141,DD,0
4375,3375,25,Patrice Hogan,female,SUPPORTAL,patricehogan@supportal.com,BBB,AA,Yes,53,130,59387,Card,1
4376,3962,35,Becky Oconnor,female,COMCUBINE,beckyoconnor@comcubine.com,CCC,AC,Yes,14,163,104353,DD,1
4377,1303,21,Minerva Rojas,female,PETIGEMS,minervarojas@petigems.com,BBB,AA,No,32,103,51794,Card,1
4378,1538,60,Mcmillan Jefferson,male,CONFRENZY,mcmillanjefferson@confrenzy.com,CCC,AA,Yes,45,294,297512,Card,0
4379,3294,46,Bobbi Rich,female,KIDSTOCK,bobbirich@kidstock.com,AAA,AD,Yes,23,221,119566,Card,1
